       #ID    TIME     MAG    MAGERR
      3345   84.8176  16.891  0.004
      3345   84.8381  16.845  0.005
      3345   84.8585  16.876  0.005
      3345   84.8789  16.834  0.009
      3345   84.8994  16.871  0.015
      3345   84.9198  16.869  0.007
      3345   84.9402  16.823  0.006
      3345   84.9607  16.825  0.006
      3345   84.9811  16.789  0.005
      3345   85.0015  16.799  0.005
      3345   85.0220  16.796  0.005
      3345   85.0424  16.801  0.006
      3345   85.0628  16.791  0.007
      3345   85.0833  16.777  0.005
      3345   85.1037  16.793  0.005
      3345   85.2059  16.753  0.005
      3345   85.2263  16.713  0.004
      3345   85.2467  16.720  0.004
      3345   85.2672  16.680  0.004
      3345   85.2876  16.699  0.004
      3345   85.3285  16.687  0.005
      3345   85.3693  16.676  0.005
      3345   85.3898  16.707  0.008
      3345   85.4102  16.655  0.008
      3345   85.4919  16.557  0.006
      3345   85.5532  16.562  0.004
      3345   85.5737  16.579  0.005
      3345   85.5941  16.540  0.005
      3345   85.6145  16.552  0.005
      3345   85.6350  16.572  0.006
      3345   85.6554  16.525  0.006
      3345   85.6758  16.563  0.006
      3345   85.6963  16.507  0.005
      3345   85.7984  16.471  0.005
      3345   85.8189  16.453  0.005
      3345   85.8393  16.448  0.007
      3345   85.8597  16.424  0.006
      3345   85.8802  16.440  0.006
      3345   85.9006  16.376  0.004
      3345   85.9210  16.394  0.004
      3345   85.9415  16.366  0.003
      3345   86.0437  16.281  0.004
      3345   86.0641  16.293  0.005
      3345   86.0845  16.279  0.004
      3345   86.1050  16.311  0.003
      3345   86.1254  16.310  0.003
      3345   86.1458  16.258  0.003
      3345   86.1663  16.268  0.003
      3345   86.1867  16.256  0.003
      3345   86.2071  16.215  0.003
      3345   86.2276  16.235  0.003
      3345   86.2480  16.212  0.003
      3345   86.2684  16.221  0.003
      3345   86.2889  16.211  0.003
      3345   86.3093  16.189  0.002
      3345   86.3297  16.214  0.003
      3345   86.3502  16.196  0.003
      3345   86.3706  16.186  0.003
      3345   86.3910  16.172  0.003
      3345   86.4115  16.163  0.003
      3345   86.4728  16.113  0.003
      3345   86.4932  16.140  0.003
      3345   86.5341  16.114  0.004
      3345   86.5954  16.117  0.003
      3345   86.6158  16.074  0.002
      3345   86.6362  16.068  0.002
      3345   86.6567  16.042  0.003
      3512   97.2208  18.179  0.021
      3512   97.3639  18.095  0.020
      3512   97.4252  18.302  0.022
      3512   97.4456  18.234  0.020
      3512   97.4660  18.165  0.015
      3512   97.4865  18.045  0.013
      3512   97.5069  18.078  0.013
      3512   97.5273  18.437  0.018
      3512   97.5478  18.433  0.020
      3512   97.5682  18.249  0.017
      3512   97.5886  18.288  0.020
      3512   97.6091  18.210  0.023
      3512   97.6295  18.244  0.022
      3512   97.6499  18.156  0.024
      3512   97.7521  18.148  0.018
      3512   97.7725  18.135  0.018
      3512   97.8134  18.697  0.032
      3512   97.8338  18.325  0.027
      3512   97.8543  18.218  0.024
      3512   97.8747  18.095  0.027
      3512   97.8951  18.189  0.035
      3512   97.9156  18.223  0.029
      3512   97.9360  18.265  0.019
      3512   98.0382  18.143  0.018
      3512   98.0586  18.183  0.029
      3512   98.0790  18.334  0.032
      3512   98.1199  18.545  0.032
      3512   98.2221  18.246  0.020
      3512   98.2425  18.244  0.021
      3512   98.2629  18.305  0.020
      3512   98.2834  18.255  0.014
      3512   98.3038  18.093  0.013
      3512   98.3447  18.154  0.016
      3512   98.3651  18.312  0.018
      3512   98.3855  18.386  0.018
      3512   98.4264  18.177  0.015
      3512   98.4877  18.224  0.014
      3512   98.5082  18.214  0.019
      3512   98.5286  18.134  0.013
      3512   98.5695  18.099  0.012
      3512   98.5899  18.074  0.011
      3512   98.6103  18.074  0.012
      3836   85.8802  18.988  0.024
      3836   85.9006  19.116  0.032
      3836   85.9210  19.131  0.033
      3836   85.9415  19.304  0.041
      3836   86.0028  18.889  0.034
      3836   86.0232  18.926  0.038
      3836   86.0437  18.960  0.027
      3836   86.0641  19.033  0.025
      3836   86.1050  19.055  0.033
      3836   86.1254  18.985  0.046
      3836   86.1663  19.052  0.037
      3836   86.1867  19.081  0.042
      3836   86.2071  19.085  0.040
      3836   86.2276  18.969  0.031
      3836   86.2480  18.948  0.032
      3836   86.2684  19.027  0.032
      3836   86.2889  19.092  0.032
      3836   86.3093  19.092  0.027
      3836   86.3297  19.137  0.031
      3836   86.3502  19.122  0.026
      3836   86.3706  19.124  0.027
      3836   86.3910  19.123  0.026
      3836   86.4115  19.121  0.022
      3836   86.4319  19.047  0.028
      3836   86.4523  19.063  0.026
      3836   86.4728  19.063  0.024
      3836   86.4932  19.049  0.028
      3836   86.5136  19.526  0.070
      3836   86.5341  19.290  0.093
      3836   86.5545  19.355  0.110
      3836   86.5954  19.304  0.041
      3836   86.6158  19.230  0.035
      3836   86.6771  19.288  0.040
      3836   86.6975  19.068  0.036
      3836   86.8201  19.090  0.061
      3836   86.8406  19.145  0.054
      3836   86.9836  19.644  0.060
      3836   87.0449  19.303  0.044
      3836   87.0653  19.244  0.059
      3836   87.1471  19.199  0.039
      3836   87.1675  19.214  0.038
      3836   87.1879  19.196  0.045
      3836   87.2084  19.198  0.042
      3836   87.2288  19.166  0.043
      3836   87.2492  19.182  0.050
      3836   87.2697  19.033  0.040
      3836   87.2901  19.095  0.040
      3836   87.3105  19.139  0.031
      3836   87.3310  19.166  0.038
      3836   87.3514  19.201  0.042
      3836   87.3718  19.237  0.046
      3836   87.3923  19.179  0.043
      3836   87.4536  18.992  0.029
      3836   87.5149  19.248  0.039
      3836   87.5353  18.955  0.038
      3836   87.5557  19.195  0.052
      3836   87.5762  19.083  0.041
      3836   87.6170  19.149  0.045
      3836   87.6375  19.291  0.042
      3836   87.6579  19.133  0.038
      3836   87.6783  19.091  0.037
      3836   87.6988  19.121  0.051
      3836   87.7192  19.179  0.056
      3836   87.7396  19.206  0.054
      3836   87.7601  19.253  0.055
      3836   87.7805  19.250  0.046
      3836   87.8009  19.646  0.098
      3836   87.8214  19.396  0.049
      3836   87.8418  19.339  0.044
      3836   87.8622  19.262  0.033
      3836   87.8827  19.163  0.031
      3836   87.9031  19.171  0.032
      3836   87.9235  19.181  0.041
      3836   87.9848  18.879  0.037
      3836   88.0257  19.693  0.124
      3903   83.7142  18.179  0.016
      3903   83.7347  18.104  0.015
      3903   83.7551  18.036  0.014
      3903   83.7755  18.100  0.017
      3903   83.8777  17.844  0.011
      3903   83.8981  17.857  0.014
      3903   83.9186  17.816  0.015
      3903   83.9390  17.787  0.024
      3903   83.9594  17.813  0.016
      3903   83.9799  17.820  0.014
      3903   84.0003  17.793  0.016
      3903   84.0207  17.790  0.014
      3903   84.0412  17.851  0.015
      3903   84.0616  17.834  0.011
      3903   84.0820  17.804  0.012
      3903   84.1025  17.819  0.014
      3903   84.1229  17.827  0.013
      3903   84.1433  17.833  0.013
      3903   84.1638  17.914  0.014
      3903   84.1842  17.851  0.016
      3903   84.2046  17.747  0.016
      3903   84.2251  17.720  0.012
      3903   84.3068  18.032  0.011
      3903   84.3272  17.971  0.010
      3903   84.3477  17.907  0.011
      3903   84.3681  17.909  0.011
      3903   84.3885  17.901  0.013
      3903   84.4907  17.866  0.013
      3903   84.5111  17.819  0.011
      3903   84.5316  17.730  0.008
      3903   84.5929  17.877  0.010
      3903   84.6133  17.853  0.011
      3903   84.6337  17.846  0.012
      3903   84.6542  17.941  0.014
      3903   84.6746  17.927  0.013
      3903   84.6950  17.962  0.011
      3903   84.7155  18.042  0.011
      3903   84.7359  18.028  0.010
      3903   84.7563  17.936  0.014
      3903   84.8381  18.073  0.021
      3903   84.8789  18.038  0.030
      3903   84.9607  18.129  0.022
      3903   84.9811  17.955  0.017
      3903   85.0015  17.911  0.014
      3903   85.0220  17.924  0.011
      3903   85.0833  17.872  0.012
      3903   85.1037  17.798  0.015
      3903   85.1854  17.805  0.012
      3903   85.2059  17.790  0.014
      3903   85.2263  17.894  0.013
      3903   85.2467  17.837  0.013
      3903   85.2672  17.824  0.010
      3903   85.2876  17.841  0.010
      3903   85.3080  17.877  0.011
      3903   85.3285  17.876  0.011
      3903   85.3489  17.904  0.009
      3903   85.3693  17.957  0.009
      3903   85.3898  17.982  0.019
      3903   85.4102  17.915  0.016
      3903   85.4306  17.961  0.019
      3903   85.4919  17.958  0.021
      3903   85.5124  17.963  0.021
      3903   85.5328  17.926  0.016
      3903   85.5532  17.969  0.013
      3903   85.5737  17.935  0.014
      3903   85.5941  17.970  0.011
      3903   85.6145  17.912  0.009
      3903   85.6350  17.864  0.013
      3903   85.6554  17.873  0.014
      3903   85.6758  17.879  0.014
      3903   85.6963  17.885  0.015
      3903   85.7167  17.828  0.015
      3903   85.7371  17.740  0.015
      3903   85.8393  18.088  0.023
      3903   85.8597  17.975  0.023
      3903   85.8802  17.957  0.023
      3903   85.9006  17.914  0.021
      3903   85.9210  17.971  0.020
      3903   85.9415  17.976  0.018
      3903   85.9619  18.018  0.017
      3903   85.9824  18.019  0.014
      3903   86.0028  18.062  0.015
      3903   86.0845  18.184  0.023
      3903   86.1050  18.046  0.034
      3903   86.1254  17.995  0.039
      3903   86.1458  17.919  0.036
      3903   86.2071  17.991  0.020
      3903   86.2480  17.814  0.013
      3903   86.2684  17.784  0.013
      3903   86.2889  17.767  0.010
      3903   86.3093  17.747  0.012
      3903   86.3297  17.726  0.009
      3903   86.3502  17.719  0.009
      3903   86.3706  17.754  0.008
      3903   86.3910  17.780  0.008
      3903   86.4523  17.784  0.008
      3903   86.4728  17.821  0.010
      3903   86.4932  17.815  0.012
      3903   86.5136  17.882  0.020
      3903   86.5341  17.904  0.018
      3903   86.5749  17.906  0.017
      3903   86.5954  17.970  0.018
      3903   86.6158  17.912  0.014
      3903   86.6362  17.930  0.011
      3903   86.6567  17.933  0.010
      3903   86.6771  17.892  0.011
      3903   86.6975  17.894  0.013
      3903   86.7180  17.862  0.017
      3903   86.7384  17.888  0.017
      3903   86.7588  17.848  0.017
      3903   86.7793  17.852  0.013
      3903   86.7997  17.849  0.012
      3903   86.8201  17.831  0.013
      3903   86.8406  17.846  0.012
      3903   86.8610  17.819  0.010
      3903   86.9427  17.852  0.015
      3903   86.9632  17.772  0.018
      3903   86.9836  17.796  0.013
      3903   87.0040  17.852  0.014
      3903   87.0245  17.856  0.015
      3903   87.0449  17.860  0.017
      3903   87.1471  18.005  0.016
      3903   87.1675  18.044  0.016
      3903   87.1879  18.025  0.016
      4282   77.4002  18.182  0.016
      4282   77.4207  18.241  0.014
      4282   77.4411  18.188  0.017
      4282   77.4615  18.158  0.013
      4282   77.4820  18.136  0.011
      4282   77.5024  18.151  0.015
      4282   77.5228  18.157  0.015
      4282   77.5433  18.175  0.016
      4282   77.5637  18.102  0.018
      4282   77.5841  18.136  0.019
      4282   77.6046  18.217  0.016
      4282   77.6250  18.287  0.018
      4282   77.6659  18.059  0.012
      4282   77.7067  18.236  0.015
      4282   77.7272  18.283  0.018
      4282   77.7680  18.228  0.020
      4282   77.8089  18.175  0.019
      4282   77.8293  18.210  0.017
      4282   77.8498  18.267  0.017
      4282   77.8702  18.317  0.015
